Ilan_ID,Ilan_Tarihi,Marka,Model,Yil,KM,Vites,Yakit,Renk,Sehir,Fiyat_TL,Aciklama
102965,2026-04-23,Toyota,Yaris,2019,128429,Manuel,Hibrit,Siyah,Adana,1007356,Sahibinden temiz 2019 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
102966,2026-05-06,Hyundai,i20,2021,93498,Otomatik,Dizel,Metalik Gri,Bursa,809753,Sahibinden temiz 2021 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
102967,2026-05-06,Mercedes-Benz,C Serisi,2011,171112,Otomatik,Elektrik,Füme,İzmir,993332,Sahibinden temiz 2011 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
102968,2026-05-07,Mercedes-Benz,C Serisi,2023,39572,Manuel,LPG & Benzin,Beyaz,Kocaeli,1790642,Sahibinden temiz 2023 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
102969,2026-05-15,Hyundai,i20,2020,122827,Yarı Otomatik,Elektrik,Füme,Ankara,715759,Sahibinden temiz 2020 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
102970,2026-04-24,Hyundai,Accent Blue,2011,276309,Manuel,Benzin,Gri (Gümüş),Antalya,250000,Sahibinden temiz 2011 model Hyundai Accent Blue. Tüm bakımları zamanında yapılmıştır.
102971,2026-04-24,Fiat,Egea,2013,235124,Manuel,Elektrik,Gri (Gümüş),Bursa,250000,Sahibinden temiz 2013 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
102972,2026-05-05,Toyota,Aurais,2016,147860,Manuel,Dizel,Gri (Gümüş),Bursa,828210,Sahibinden temiz 2016 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
102973,2026-04-22,Hyundai,Accent Blue,2022,53731,Otomatik,LPG & Benzin,Füme,Adana,919403,Sahibinden temiz 2022 model Hyundai Accent Blue. Tüm bakımları zamanında yapılmıştır.
102974,2026-05-12,Renault,Megane,2023,52935,Manuel,Benzin,Siyah,Antalya,970597,Sahibinden temiz 2023 model Renault Megane. Tüm bakımları zamanında yapılmıştır.
102975,2026-04-21,BMW,1 Serisi,2024,40047,Yarı Otomatik,LPG & Benzin,Beyaz,İzmir,1839929,Sahibinden temiz 2024 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
102976,2026-04-21,Toyota,Corolla,2013,143199,Manuel,Dizel,Kırmızı,Gaziantep,685201,Sahibinden temiz 2013 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
102977,2026-04-16,BMW,3 Serisi,2019,68949,Manuel,LPG & Benzin,Gri (Gümüş),İstanbul,1546576,Sahibinden temiz 2019 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
102978,2026-05-01,BMW,5 Serisi,2020,132466,Otomatik,Elektrik,Füme,Ankara,1501301,Sahibinden temiz 2020 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
102979,2026-05-04,Renault,Fluence,2012,240897,Yarı Otomatik,Elektrik,Füme,Ankara,250000,Sahibinden temiz 2012 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
102980,2026-05-08,Toyota,Corolla,2021,81171,Manuel,Hibrit,Gri (Gümüş),Antalya,1178243,Sahibinden temiz 2021 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
102981,2026-04-18,Mercedes-Benz,A Serisi,2019,72440,Otomatik,Benzin,Beyaz,Antalya,1541340,Sahibinden temiz 2019 model Mercedes-Benz A Serisi. Tüm bakımları zamanında yapılmıştır.
102982,2026-05-03,Renault,Megane,2018,164995,Manuel,Dizel,Metalik Gri,Kocaeli,552507,Sahibinden temiz 2018 model Renault Megane. Tüm bakımları zamanında yapılmıştır.
102983,2026-05-05,Hyundai,i30,2021,77672,Yarı Otomatik,Benzin,Mavi,Antalya,833492,Sahibinden temiz 2021 model Hyundai i30. Tüm bakımları zamanında yapılmıştır.
102984,2026-05-11,Renault,Symbol,2024,31037,Otomatik,Hibrit,Kırmızı,Antalya,1053444,Sahibinden temiz 2024 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
102985,2026-04-16,Mercedes-Benz,A Serisi,2013,145972,Yarı Otomatik,LPG & Benzin,Mavi,Adana,1131042,Sahibinden temiz 2013 model Mercedes-Benz A Serisi. Tüm bakımları zamanında yapılmıştır.
102986,2026-04-19,Volkswagen,Golf,2013,177763,Manuel,Elektrik,Kırmızı,Kocaeli,633355,Sahibinden temiz 2013 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
102987,2026-05-01,Toyota,Aurais,2021,67724,Yarı Otomatik,Dizel,Mavi,Bursa,1198414,Sahibinden temiz 2021 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
102988,2026-04-29,Fiat,Egea,2024,33530,Yarı Otomatik,Benzin,Kırmızı,Kocaeli,1049705,Sahibinden temiz 2024 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
102989,2026-05-02,BMW,5 Serisi,2013,233854,Yarı Otomatik,LPG & Benzin,Mavi,Ankara,999219,Sahibinden temiz 2013 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
102990,2026-04-24,Volkswagen,Golf,2020,115400,Yarı Otomatik,Dizel,Mavi,Kocaeli,1076900,Sahibinden temiz 2020 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
102991,2026-05-13,Fiat,Lineia,2014,187740,Otomatik,LPG & Benzin,Beyaz,Kocaeli,318390,Sahibinden temiz 2014 model Fiat Lineia. Tüm bakımları zamanında yapılmıştır.
102992,2026-04-21,Renault,Symbol,2023,59078,Yarı Otomatik,Dizel,Beyaz,Gaziantep,961383,Sahibinden temiz 2023 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
102993,2026-05-08,BMW,3 Serisi,2015,141645,Otomatik,Dizel,Kırmızı,Kocaeli,1237532,Sahibinden temiz 2015 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
102994,2026-05-06,Renault,Fluence,2025,25909,Yarı Otomatik,Hibrit,Gri (Gümüş),Antalya,1111136,Sahibinden temiz 2025 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
102995,2026-04-23,BMW,1 Serisi,2013,199217,Yarı Otomatik,Benzin,Kırmızı,İzmir,1051174,Sahibinden temiz 2013 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
102996,2026-05-03,Volkswagen,Golf,2010,182346,Yarı Otomatik,Dizel,Siyah,Ankara,476481,Sahibinden temiz 2010 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
102997,2026-04-29,Fiat,Egea,2022,82676,Yarı Otomatik,LPG & Benzin,Beyaz,Gaziantep,875986,Sahibinden temiz 2022 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
102998,2026-04-24,Renault,Symbol,2012,177021,Yarı Otomatik,Hibrit,Gri (Gümüş),Ankara,250000,Sahibinden temiz 2012 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
102999,2026-05-13,Fiat,Egea,2017,159087,Yarı Otomatik,LPG & Benzin,Füme,İzmir,511369,Sahibinden temiz 2017 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
103000,2026-05-14,Toyota,Yaris,2011,191638,Yarı Otomatik,Benzin,Kırmızı,Adana,512543,Sahibinden temiz 2011 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
103001,2026-05-15,Fiat,Egea,2014,226145,Yarı Otomatik,Dizel,Beyaz,Ankara,260782,Sahibinden temiz 2014 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
103002,2026-05-15,Hyundai,i30,2023,49836,Otomatik,Dizel,Füme,Adana,975246,Sahibinden temiz 2023 model Hyundai i30. Tüm bakımları zamanında yapılmıştır.
103003,2026-05-07,Renault,Megane,2024,29134,Otomatik,LPG & Benzin,Füme,Kocaeli,1056299,Sahibinden temiz 2024 model Renault Megane. Tüm bakımları zamanında yapılmıştır.
103004,2026-04-29,Mercedes-Benz,C Serisi,2012,181664,Manuel,Hibrit,Gri (Gümüş),Ankara,1027504,Sahibinden temiz 2012 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
103005,2026-05-14,Renault,Megane,2025,29533,Yarı Otomatik,Hibrit,Siyah,Ankara,1105700,Sahibinden temiz 2025 model Renault Megane. Tüm bakımları zamanında yapılmıştır.
103006,2026-04-28,Toyota,Yaris,2014,178033,Yarı Otomatik,Dizel,Metalik Gri,Bursa,682950,Sahibinden temiz 2014 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
103007,2026-04-17,Renault,Symbol,2015,188369,Manuel,Dizel,Kırmızı,İzmir,367446,Sahibinden temiz 2015 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
103008,2026-05-11,Toyota,Corolla,2011,283301,Yarı Otomatik,Benzin,Gri (Gümüş),Gaziantep,375048,Sahibinden temiz 2011 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
103009,2026-05-01,Hyundai,i20,2016,202194,Otomatik,Dizel,Beyaz,Ankara,396709,Sahibinden temiz 2016 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
103010,2026-05-04,Volkswagen,Passat,2010,294044,Otomatik,Dizel,Füme,İstanbul,308934,Sahibinden temiz 2010 model Volkswagen Passat. Tüm bakımları zamanında yapılmıştır.
103011,2026-04-19,Volkswagen,Tiguan,2017,141701,Yarı Otomatik,Benzin,Füme,İstanbul,887448,Sahibinden temiz 2017 model Volkswagen Tiguan. Tüm bakımları zamanında yapılmıştır.
103012,2026-04-23,Fiat,Egea,2024,32284,Otomatik,Dizel,Beyaz,Adana,1051574,Sahibinden temiz 2024 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
103013,2026-05-03,Hyundai,Tucson,2013,152160,Manuel,Hibrit,Beyaz,Adana,321760,Sahibinden temiz 2013 model Hyundai Tucson. Tüm bakımları zamanında yapılmıştır.
103014,2026-04-20,Fiat,Egea,2015,221097,Yarı Otomatik,Hibrit,Beyaz,Ankara,318354,Sahibinden temiz 2015 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
103015,2026-05-10,Fiat,Egea,2016,176358,Yarı Otomatik,Dizel,Mavi,Ankara,435463,Sahibinden temiz 2016 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
103016,2026-05-11,Renault,Fluence,2016,197114,Otomatik,LPG & Benzin,Kırmızı,İzmir,404329,Sahibinden temiz 2016 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
103017,2026-04-25,Hyundai,Accent Blue,2024,29250,Yarı Otomatik,LPG & Benzin,Beyaz,İstanbul,1056125,Sahibinden temiz 2024 model Hyundai Accent Blue. Tüm bakımları zamanında yapılmıştır.
103018,2026-05-03,Volkswagen,Passat,2024,30933,Yarı Otomatik,LPG & Benzin,Siyah,Adana,1403600,Sahibinden temiz 2024 model Volkswagen Passat. Tüm bakımları zamanında yapılmıştır.
103019,2026-05-08,Toyota,Aurais,2017,113687,Yarı Otomatik,Elektrik,Füme,Adana,929469,Sahibinden temiz 2017 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
103020,2026-05-12,Hyundai,i30,2025,32982,Yarı Otomatik,Benzin,Füme,Adana,1100527,Sahibinden temiz 2025 model Hyundai i30. Tüm bakımları zamanında yapılmıştır.
103021,2026-04-26,Toyota,Aurais,2023,49517,Yarı Otomatik,Benzin,Metalik Gri,İstanbul,1325724,Sahibinden temiz 2023 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
103022,2026-05-14,Renault,Fluence,2017,158117,Manuel,LPG & Benzin,Kırmızı,İzmir,512824,Sahibinden temiz 2017 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
103023,2026-04-17,Renault,Clio,2015,146906,Otomatik,Hibrit,Metalik Gri,Bursa,429641,Sahibinden temiz 2015 model Renault Clio. Tüm bakımları zamanında yapılmıştır.
103024,2026-05-12,Hyundai,Tucson,2017,151661,Otomatik,Dizel,Kırmızı,Bursa,522508,Sahibinden temiz 2017 model Hyundai Tucson. Tüm bakımları zamanında yapılmıştır.
103025,2026-05-12,Renault,Fluence,2019,83604,Otomatik,Benzin,Beyaz,Adana,724594,Sahibinden temiz 2019 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
103026,2026-04-23,Mercedes-Benz,A Serisi,2015,200408,Yarı Otomatik,Elektrik,Beyaz,Antalya,1149388,Sahibinden temiz 2015 model Mercedes-Benz A Serisi. Tüm bakımları zamanında yapılmıştır.
103027,2026-05-10,BMW,5 Serisi,2011,217610,Manuel,LPG & Benzin,Metalik Gri,Gaziantep,923585,Sahibinden temiz 2011 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
103028,2026-05-07,Mercedes-Benz,E Serisi,2014,240237,Otomatik,Elektrik,Metalik Gri,İstanbul,1039644,Sahibinden temiz 2014 model Mercedes-Benz E Serisi. Tüm bakımları zamanında yapılmıştır.
103029,2026-04-28,Hyundai,i20,2025,22015,Otomatik,Hibrit,Füme,Adana,1116977,Sahibinden temiz 2025 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
103030,2026-04-25,Volkswagen,Polo,2012,190693,Manuel,Benzin,Kırmızı,Bursa,563960,Sahibinden temiz 2012 model Volkswagen Polo. Tüm bakımları zamanında yapılmıştır.
103031,2026-05-08,Fiat,Egea,2021,88451,Manuel,Hibrit,Füme,Adana,817323,Sahibinden temiz 2021 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
103032,2026-04-29,Volkswagen,Tiguan,2013,248246,Yarı Otomatik,Dizel,Füme,İzmir,527631,Sahibinden temiz 2013 model Volkswagen Tiguan. Tüm bakımları zamanında yapılmıştır.
103033,2026-04-24,Mercedes-Benz,E Serisi,2016,146851,Yarı Otomatik,Elektrik,Beyaz,Bursa,1279723,Sahibinden temiz 2016 model Mercedes-Benz E Serisi. Tüm bakımları zamanında yapılmıştır.
103034,2026-05-01,Hyundai,i30,2013,137273,Otomatik,Hibrit,Kırmızı,Adana,344090,Sahibinden temiz 2013 model Hyundai i30. Tüm bakımları zamanında yapılmıştır.
103035,2026-04-20,Hyundai,Accent Blue,2011,208471,Manuel,Dizel,Gri (Gümüş),Antalya,250000,Sahibinden temiz 2011 model Hyundai Accent Blue. Tüm bakımları zamanında yapılmıştır.
103036,2026-05-11,Fiat,Fiorino,2015,159850,Yarı Otomatik,Benzin,Kırmızı,Kocaeli,410225,Sahibinden temiz 2015 model Fiat Fiorino. Tüm bakımları zamanında yapılmıştır.
103037,2026-04-30,Mercedes-Benz,C Serisi,2019,114725,Yarı Otomatik,Hibrit,Metalik Gri,Bursa,1477912,Sahibinden temiz 2019 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
103038,2026-05-06,Fiat,Punto,2020,89101,Otomatik,Hibrit,Füme,Bursa,766348,Sahibinden temiz 2020 model Fiat Punto. Tüm bakımları zamanında yapılmıştır.
103039,2026-05-05,Toyota,Yaris,2021,71797,Otomatik,Elektrik,Gri (Gümüş),Antalya,1192304,Sahibinden temiz 2021 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
103040,2026-04-18,BMW,5 Serisi,2011,184881,Yarı Otomatik,Hibrit,Kırmızı,Antalya,972678,Sahibinden temiz 2011 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
103041,2026-04-23,Renault,Fluence,2020,91521,Yarı Otomatik,Hibrit,Mavi,Kocaeli,762718,Sahibinden temiz 2020 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
103042,2026-05-09,Renault,Clio,2018,123181,Otomatik,Dizel,Kırmızı,Gaziantep,615228,Sahibinden temiz 2018 model Renault Clio. Tüm bakımları zamanında yapılmıştır.
103043,2026-05-13,Hyundai,Accent Blue,2018,168945,Otomatik,Dizel,Gri (Gümüş),Gaziantep,546582,Sahibinden temiz 2018 model Hyundai Accent Blue. Tüm bakımları zamanında yapılmıştır.
103044,2026-04-25,Renault,Symbol,2018,110785,Otomatik,Dizel,Beyaz,Antalya,633822,Sahibinden temiz 2018 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
103045,2026-04-21,Renault,Megane,2016,148709,Otomatik,Dizel,Mavi,Bursa,476936,Sahibinden temiz 2016 model Renault Megane. Tüm bakımları zamanında yapılmıştır.
103046,2026-04-29,Toyota,Aurais,2023,49904,Manuel,Dizel,Gri (Gümüş),Antalya,1325144,Sahibinden temiz 2023 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
103047,2026-04-25,Volkswagen,Polo,2015,206434,Manuel,Elektrik,Beyaz,Antalya,690349,Sahibinden temiz 2015 model Volkswagen Polo. Tüm bakımları zamanında yapılmıştır.
103048,2026-05-02,Toyota,Yaris,2012,146758,Yarı Otomatik,LPG & Benzin,Beyaz,Gaziantep,629863,Sahibinden temiz 2012 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
103049,2026-04-16,Hyundai,i20,2021,61160,Yarı Otomatik,Elektrik,Metalik Gri,Gaziantep,858260,Sahibinden temiz 2021 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
103050,2026-04-22,Renault,Megane,2016,199339,Yarı Otomatik,Hibrit,Metalik Gri,Gaziantep,400991,Sahibinden temiz 2016 model Renault Megane. Tüm bakımları zamanında yapılmıştır.
103051,2026-05-11,Renault,Megane,2018,84531,Manuel,LPG & Benzin,Kırmızı,Bursa,673203,Sahibinden temiz 2018 model Renault Megane. Tüm bakımları zamanında yapılmıştır.
103052,2026-04-28,Toyota,Aurais,2018,145701,Manuel,LPG & Benzin,Metalik Gri,Gaziantep,931448,Sahibinden temiz 2018 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
103053,2026-04-22,BMW,1 Serisi,2025,24606,Yarı Otomatik,Dizel,Gri (Gümüş),Gaziantep,1913091,Sahibinden temiz 2025 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
103054,2026-05-12,Mercedes-Benz,A Serisi,2024,36448,Otomatik,Benzin,Siyah,Antalya,1845328,Sahibinden temiz 2024 model Mercedes-Benz A Serisi. Tüm bakımları zamanında yapılmıştır.
103055,2026-05-03,Toyota,Aurais,2010,231478,Manuel,Dizel,Gri (Gümüş),Bursa,402783,Sahibinden temiz 2010 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
103056,2026-04-23,Hyundai,Accent Blue,2015,144505,Manuel,Elektrik,Gri (Gümüş),İzmir,433242,Sahibinden temiz 2015 model Hyundai Accent Blue. Tüm bakımları zamanında yapılmıştır.
103057,2026-05-01,Mercedes-Benz,E Serisi,2019,84736,Manuel,Dizel,Beyaz,Gaziantep,1522896,Sahibinden temiz 2019 model Mercedes-Benz E Serisi. Tüm bakımları zamanında yapılmıştır.
103058,2026-05-04,Fiat,Egea,2024,47066,Yarı Otomatik,Elektrik,Metalik Gri,Gaziantep,1029401,Sahibinden temiz 2024 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
103059,2026-04-18,BMW,3 Serisi,2025,34327,Yarı Otomatik,LPG & Benzin,Füme,Antalya,1898509,Sahibinden temiz 2025 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
103060,2026-05-10,Toyota,Corolla,2022,46741,Manuel,Elektrik,Siyah,Bursa,1279888,Sahibinden temiz 2022 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
103061,2026-05-04,Renault,Fluence,2024,50087,Manuel,Elektrik,Siyah,Antalya,1024869,Sahibinden temiz 2024 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
103062,2026-05-09,BMW,3 Serisi,2019,84412,Otomatik,Hibrit,Beyaz,Kocaeli,1523382,Sahibinden temiz 2019 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
103063,2026-04-17,BMW,3 Serisi,2012,223751,Yarı Otomatik,Benzin,Kırmızı,Ankara,964373,Sahibinden temiz 2012 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
103064,2026-04-27,BMW,3 Serisi,2024,30135,Otomatik,Benzin,Mavi,Ankara,1854797,Sahibinden temiz 2024 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
103065,2026-04-17,Renault,Symbol,2023,42501,Otomatik,Dizel,Metalik Gri,Antalya,986248,Sahibinden temiz 2023 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
103066,2026-04-30,BMW,1 Serisi,2021,84668,Otomatik,Elektrik,Kırmızı,Gaziantep,1622998,Sahibinden temiz 2021 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
103067,2026-04-27,Toyota,Corolla,2011,224008,Manuel,Hibrit,Kırmızı,Gaziantep,463988,Sahibinden temiz 2011 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
103068,2026-05-02,Fiat,Lineia,2012,158569,Manuel,Benzin,Füme,Ankara,262146,Sahibinden temiz 2012 model Fiat Lineia. Tüm bakımları zamanında yapılmıştır.
103069,2026-05-13,Mercedes-Benz,A Serisi,2024,26679,Manuel,Hibrit,Gri (Gümüş),Gaziantep,1859981,Sahibinden temiz 2024 model Mercedes-Benz A Serisi. Tüm bakımları zamanında yapılmıştır.
103070,2026-05-06,Mercedes-Benz,A Serisi,2012,253785,Otomatik,Dizel,Gri (Gümüş),Antalya,919322,Sahibinden temiz 2012 model Mercedes-Benz A Serisi. Tüm bakımları zamanında yapılmıştır.
103071,2026-04-19,Volkswagen,Tiguan,2013,161387,Manuel,Benzin,Metalik Gri,Gaziantep,657919,Sahibinden temiz 2013 model Volkswagen Tiguan. Tüm bakımları zamanında yapılmıştır.
103072,2026-05-02,Volkswagen,Golf,2023,53149,Otomatik,Elektrik,Füme,İzmir,1320276,Sahibinden temiz 2023 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
103073,2026-05-11,BMW,1 Serisi,2013,211739,Otomatik,Hibrit,Füme,Kocaeli,1032391,Sahibinden temiz 2013 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
103074,2026-05-15,Toyota,Yaris,2021,92388,Otomatik,LPG & Benzin,Beyaz,İstanbul,1161418,Sahibinden temiz 2021 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
103075,2026-05-13,Fiat,Punto,2023,51183,Yarı Otomatik,Dizel,Kırmızı,Ankara,973225,Sahibinden temiz 2023 model Fiat Punto. Tüm bakımları zamanında yapılmıştır.
103076,2026-04-25,Volkswagen,Tiguan,2018,113908,Yarı Otomatik,Dizel,Kırmızı,Kocaeli,979138,Sahibinden temiz 2018 model Volkswagen Tiguan. Tüm bakımları zamanında yapılmıştır.
103077,2026-04-21,Volkswagen,Tiguan,2018,127736,Otomatik,Hibrit,Gri (Gümüş),Ankara,958396,Sahibinden temiz 2018 model Volkswagen Tiguan. Tüm bakımları zamanında yapılmıştır.
103078,2026-04-25,BMW,5 Serisi,2021,94481,Yarı Otomatik,Benzin,Füme,Antalya,1608278,Sahibinden temiz 2021 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
103079,2026-04-30,Toyota,Corolla,2017,128765,Manuel,Elektrik,Gri (Gümüş),Adana,906852,Sahibinden temiz 2017 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
103080,2026-04-17,Hyundai,Tucson,2010,192695,Yarı Otomatik,Benzin,Mavi,Antalya,250000,Sahibinden temiz 2010 model Hyundai Tucson. Tüm bakımları zamanında yapılmıştır.
103081,2026-05-09,Mercedes-Benz,E Serisi,2022,75841,Manuel,LPG & Benzin,Metalik Gri,Gaziantep,1686238,Sahibinden temiz 2022 model Mercedes-Benz E Serisi. Tüm bakımları zamanında yapılmıştır.
103082,2026-04-17,Mercedes-Benz,C Serisi,2015,202010,Yarı Otomatik,Hibrit,Siyah,Kocaeli,1146985,Sahibinden temiz 2015 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
103083,2026-04-27,Hyundai,i30,2018,131300,Otomatik,Hibrit,Beyaz,Antalya,603050,Sahibinden temiz 2018 model Hyundai i30. Tüm bakımları zamanında yapılmıştır.
103084,2026-05-11,Mercedes-Benz,E Serisi,2016,116124,Yarı Otomatik,Hibrit,Kırmızı,Bursa,1325814,Sahibinden temiz 2016 model Mercedes-Benz E Serisi. Tüm bakımları zamanında yapılmıştır.
103085,2026-05-09,Hyundai,Tucson,2022,54024,Manuel,Dizel,Gri (Gümüş),Adana,918964,Sahibinden temiz 2022 model Hyundai Tucson. Tüm bakımları zamanında yapılmıştır.
103086,2026-05-13,Fiat,Egea,2010,233750,Otomatik,Hibrit,Beyaz,İstanbul,250000,Sahibinden temiz 2010 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
103087,2026-04-24,Volkswagen,Passat,2021,70186,Yarı Otomatik,LPG & Benzin,Kırmızı,Antalya,1194721,Sahibinden temiz 2021 model Volkswagen Passat. Tüm bakımları zamanında yapılmıştır.
103088,2026-04-28,Fiat,Punto,2016,130450,Yarı Otomatik,Elektrik,Gri (Gümüş),İzmir,504325,Sahibinden temiz 2016 model Fiat Punto. Tüm bakımları zamanında yapılmıştır.
103089,2026-04-25,Fiat,Punto,2016,189129,Yarı Otomatik,Hibrit,Füme,Gaziantep,416306,Sahibinden temiz 2016 model Fiat Punto. Tüm bakımları zamanında yapılmıştır.
103090,2026-04-19,Hyundai,Tucson,2020,115958,Otomatik,Benzin,Metalik Gri,Adana,726063,Sahibinden temiz 2020 model Hyundai Tucson. Tüm bakımları zamanında yapılmıştır.
103091,2026-04-23,Mercedes-Benz,A Serisi,2015,206445,Yarı Otomatik,LPG & Benzin,Siyah,Ankara,1140332,Sahibinden temiz 2015 model Mercedes-Benz A Serisi. Tüm bakımları zamanında yapılmıştır.
103092,2026-05-14,Volkswagen,Polo,2012,262591,Manuel,Dizel,Kırmızı,Bursa,456113,Sahibinden temiz 2012 model Volkswagen Polo. Tüm bakımları zamanında yapılmıştır.
103093,2026-04-26,Renault,Clio,2014,248165,Yarı Otomatik,Elektrik,Gri (Gümüş),Kocaeli,250000,Sahibinden temiz 2014 model Renault Clio. Tüm bakımları zamanında yapılmıştır.
103094,2026-05-03,Renault,Fluence,2023,46417,Otomatik,Benzin,Metalik Gri,İzmir,980374,Sahibinden temiz 2023 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
103095,2026-05-10,Mercedes-Benz,E Serisi,2017,142531,Manuel,Dizel,Kırmızı,İstanbul,1336203,Sahibinden temiz 2017 model Mercedes-Benz E Serisi. Tüm bakımları zamanında yapılmıştır.
103096,2026-05-04,Fiat,Punto,2010,296898,Manuel,Elektrik,Gri (Gümüş),Kocaeli,250000,Sahibinden temiz 2010 model Fiat Punto. Tüm bakımları zamanında yapılmıştır.
103097,2026-05-07,Renault,Clio,2021,94673,Manuel,Benzin,Mavi,Antalya,807990,Sahibinden temiz 2021 model Renault Clio. Tüm bakımları zamanında yapılmıştır.
103098,2026-05-13,Renault,Megane,2021,100873,Otomatik,LPG & Benzin,Füme,Kocaeli,798690,Sahibinden temiz 2021 model Renault Megane. Tüm bakımları zamanında yapılmıştır.
103099,2026-04-20,BMW,3 Serisi,2014,187394,Otomatik,Elektrik,Metalik Gri,Gaziantep,1118909,Sahibinden temiz 2014 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
103100,2026-05-09,Toyota,Aurais,2020,105428,Manuel,Dizel,Füme,İstanbul,1091858,Sahibinden temiz 2020 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
103101,2026-04-21,Fiat,Egea,2020,108447,Manuel,Hibrit,Mavi,İstanbul,737329,Sahibinden temiz 2020 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
103102,2026-04-23,Hyundai,Tucson,2012,237516,Manuel,Hibrit,Füme,İstanbul,250000,Sahibinden temiz 2012 model Hyundai Tucson. Tüm bakımları zamanında yapılmıştır.
